file	.rgignore	󰒓	249;240;107
file	robots.txt	󰚩	138;138;138
file	setup.cfg	󰯂	181;169;133
file	tclsh.rc	󰛓	255;177;195
file	TODO	󰝖	255;177;195
file	TODO.md	󰝖	255;177;195
file	.vscodeignore		181;169;133
file	.wakatime.cfg	󰯂	181;169;133
file	.xinitrc	󰒓	164;153;120
file	.zshrc	󰒓	255;220;185
